ECG,ECG_Filtered
364.614,-0.20559
377.322,-0.13920
391.007,-0.04691
397.849,0.00856
391.007,0.03533
356.305,0.02278
328.446,0.14439
320.626,0.17302
314.761,0.02062
312.317,-0.07826
310.362,-0.10878
304.497,-0.09224
297.165,-0.03256
288.368,0.01605
282.014,0.04893
283.480,0.05982
277.615,-0.01051
271.261,-0.01263
257.576,-0.02219
243.891,0.01046
241.447,0.05322
248.289,0.02907
260.020,-0.02326
246.823,-0.12803
239.980,-0.00330
241.447,0.06897
321.603,0.25927
268.817,-0.44724
238.514,-0.02600
267.840,0.32981
281.525,0.05239
282.991,-0.10654
288.368,-0.06212
288.856,-0.03526
288.368,0.00522
263.441,-0.04271
234.115,0.03439
218.964,0.11781
223.851,0.09863
235.582,-0.02637
245.357,-0.11498
251.222,-0.10690
246.334,-0.06303
239.980,0.03113
235.093,0.08053
233.627,0.07438
226.295,0.00808
216.520,-0.01362
201.369,-0.02407
197.947,0.03156
199.902,0.01040
226.295,0.03612
240.469,-0.09701
250.244,-0.08483
254.643,-0.02410
228.250,-0.04261
215.543,0.13013
211.632,0.13529
242.913,0.12886
233.627,-0.19106
102.151,-0.46078
113.881,0.50964
122.678,0.20962
155.914,-0.02802
184.751,-0.22482
208.211,-0.20922
235.582,-0.05762
250.244,0.00674
207.234,-0.06714
168.622,0.17837
173.998,0.34232
188.661,0.10346
236.070,-0.03111
258.065,-0.28571
269.306,-0.22029
269.795,-0.06103
275.171,0.10633
273.705,0.10744
271.750,0.08527
289.834,0.09849
277.126,-0.10720
228.250,-0.15298
212.121,0.13256
237.048,0.19852
281.525,0.01025
304.008,-0.23617
309.873,-0.20243
288.856,-0.08362
288.856,0.18714
296.676,0.18377
309.384,0.07235
391.984,0.16385
232.649,-0.82088
214.076,0.38671
187.195,0.30582
175.953,0.11026
171.065,-0.08174
182.796,-0.12101
209.189,-0.10903
220.919,-0.15209
183.773,-0.17706
0.86999,-0.06737
0.04399,0.30931
0.00000,0.52462
0.38123,0.17857
0.88465,-0.23921
110.948,-0.46360
113.392,-0.29669
0.88465,-0.05473
100.684,0.31589
134.409,0.28606
157.869,0.02231
171.554,-0.09943
174.976,-0.09313
144.673,-0.10302
156.403,0.18316
180.352,0.11089
190.127,-0.08767
214.076,-0.05149
215.543,-0.12002
163.734,-0.16689
149.071,0.20615
179.374,0.28807
217.009,0.01767
225.806,-0.24501
158.847,-0.35453
197.947,0.36249
167.644,-0.04284
135.875,-0.00465
158.358,0.20730
202.346,0.06053
233.138,-0.18151
222.385,-0.27863
166.178,-0.14893
0.88465,0.11387
0.02444,0.25316
0.00000,0.45944
0.00000,0.01306
0.00000,-0.26353
0.00000,-0.27480
0.00000,-0.15027
0.00000,-0.01440
0.00000,0.07070
0.00000,0.09581
0.00000,0.07910
0.00000,0.04490
0.00000,0.01192
0.00489,-0.00886
0.00000,-0.02306
0.00000,-0.01870
0.00000,-0.01322
0.00489,-0.00586
0.45455,0.12346
0.74780,-0.08522
116.325,-0.06164
134.897,-0.11441
146.628,-0.01261
195.015,0.18881
103.128,-0.33429
163.245,0.52358
193.548,0.07226
223.851,-0.14011
258.553,-0.14786
279.081,-0.13791
258.065,-0.13391
239.980,0.10494
205.279,0.12620
184.751,0.17112
215.054,0.19835
245.846,-0.09128
273.216,-0.22343
288.856,-0.19762
242.913,-0.21440
173.509,0.05708
104.594,0.27496
0.61584,0.31851
0.42033,0.13996
0.39101,-0.08001
0.33236,-0.23983
0.31281,-0.19285
0.04399,-0.16194
0.00000,0.09431
0.00000,0.12158
0.01466,0.06895
0.01955,0.01583
0.29814,0.07412
0.29326,-0.11158
0.01955,-0.12322
0.01466,0.12126
0.18573,0.13428
122.190,0.23908
0.49853,-0.65426
0.39101,0.04737
0.69404,0.31698
0.73314,0.02643
0.82111,-0.02716
118.768,0.03713
177.908,0.00575
228.739,-0.13000
260.020,-0.15594
247.801,-0.12691
240.469,0.14230
239.492,0.22021
253.177,0.16117
254.643,-0.04460
259.531,-0.08081
261.975,-0.08545
261.975,-0.05706
262.463,-0.01134
260.508,0.00618
261.975,0.03155
255.621,-0.00292
249.756,0.01387
243.402,0.01604
235.093,0.00437
223.851,-0.00592
202.835,-0.02620
186.706,0.02543
189.150,0.07186
199.902,0.00731
204.790,-0.08241
197.458,-0.09742
205.767,0.03966
205.279,0.01053
339.687,0.40493
200.391,-0.87351
211.632,0.35460
226.784,0.32663
217.498,-0.00694
151.026,-0.23450
0.24927,-0.17611
0.00000,0.45186
0.41544,0.33507
0.99218,-0.14768
0.44477,-0.70758
0.02933,-0.16394
0.00000,0.28691
0.06354,0.24032
0.46432,0.15985
112.903,0.00741
157.869,-0.22673
200.880,-0.14923
231.183,-0.04689
222.874,-0.02610
195.992,0.10222
173.998,0.21361
151.515,0.14004
165.689,0.12273
227.761,0.03297
304.497,-0.19477
332.845,-0.42278
311.828,-0.27970
302.053,0.17453
282.014,0.26322
268.817,0.23590
245.357,0.05905
229.228,-0.00547
233.138,-0.01652
332.356,0.15965
314.761,-0.54040
299.609,-0.19781
336.266,0.25905
346.530,0.08516
362.170,0.06569
359.726,-0.02139
364.614,0.03896
412.512,0.14747
450.147,-0.07174
416.911,-0.32199
347.507,-0.11494
179.863,-0.08101
0.22483,0.36636
0.00000,0.75115
0.00000,0.08117
0.00000,-0.44383
0.00000,-0.49500
0.00000,-0.27838
0.00000,-0.02760
233.138,0.79438
497.067,0.05599
462.854,-131.066
270.283,-0.58669
270.283,133.865
412.023,132.162
456.012,-0.24522
458.944,-0.68283
451.124,-0.41152
448.192,-0.05310
455.523,0.12335
499.511,0.19845
500.000,-0.12318
500.000,-0.05904
500.000,0.02706
499.511,0.05310
499.511,0.04123
500.000,0.01413
500.000,-0.01121
500.000,-0.01928
500.000,-0.01676
500.000,-0.00975
500.000,-0.00267
500.000,0.00219
500.000,0.00434
500.000,0.00440
500.000,0.00328
481.427,-0.05085
361.193,-0.27061
253.177,0.17451
223.851,0.50146
259.042,0.26816
315.738,-0.20259
345.064,-0.51099
365.591,-0.32788
396.872,0.01109
411.535,0.10643
367.058,0.01972
292.278,0.13686
239.980,0.33333
233.138,0.30465
250.244,0.00434
275.660,-0.24870
295.699,-0.31897
283.480,-0.27708
212.610,-0.16065
0.86510,0.05933
0.25415,0.55435
115.347,0.71837
0.60117,-0.56825
146.139,-0.01966
187.683,-0.34276
131.965,-0.49539
0.38612,-0.03216
0.45455,0.68183
127.077,0.54185
202.835,-0.12169
237.537,-0.48738
215.543,-0.41564
178.886,0.01052
147.116,0.29562
165.689,0.41220
213.099,0.15387
254.643,-0.19212
302.542,-0.23613
344.086,-0.18224
333.333,-0.19216
254.154,-0.08997
187.683,0.32218
199.413,0.55578
254.154,0.20295
276.637,-0.36050
306.940,-0.33154
318.671,-0.22788
250.244,-0.22828
177.419,0.18565
172.532,0.53798
211.144,0.30906
227.761,-0.20691
235.582,-0.31045
342.131,0.11212
141.740,-0.97862
161.290,0.72043
211.144,0.56459
250.733,-0.02772
279.570,-0.28662
281.036,-0.29080
269.795,-0.07951
265.885,0.13768
256.109,0.13551
238.025,0.06624
237.537,0.08433
247.312,0.01214
270.772,-0.04378
298.631,-0.09749
307.918,-0.15034
303.519,-0.06818
297.165,0.06425
264.907,0.04050
213.099,0.05406
0.80645,-0.11468
0.01466,0.30654
0.00000,0.38256
0.11730,-0.07437
0.70870,-0.21694
131.476,-0.35608
133.920,-0.42378
0.62561,-0.21302
0.55230,0.50233
137.341,0.66026
175.464,-0.05884
209.677,-0.23750
239.980,-0.17551
191.593,-0.27267
0.78690,-0.08070
0.00978,0.41110
0.13685,0.57096
100.684,0.19921
191.105,-0.39386
264.907,-0.57076
204.790,-0.68045
117.302,0.04951
132.454,0.83512
164.223,0.47984
177.908,-0.07144
214.076,-0.16701
175.953,-0.42558
0.65982,-0.29064
0.50831,0.46756
131.965,0.52753
213.099,-0.11020
279.081,-0.42881
307.918,-0.39771
242.424,-0.29317
164.712,0.24702
177.908,0.72972
222.874,0.35089
232.649,-0.26301
259.042,-0.26519
242.913,-0.31656
205.279,-0.10813
230.694,0.31460
252.688,0.12444
245.357,-0.11579
248.778,-0.02035
236.070,-0.03536
327.468,0.32303
198.436,-0.67244
0.70381,-0.02802
0.00489,0.53572
0.00000,0.48866
0.00000,-0.07988
0.00000,-0.35137
0.00000,-0.31329
0.00000,-0.14367
0.00489,0.01703
0.00978,0.10318
0.04888,0.12799
0.21994,0.12352
0.43500,0.03696
0.60117,-0.05067
0.73314,-0.05827
0.81134,-0.03481
0.98729,0.03996
0.98729,-0.03052
112.903,0.05168
119.257,-0.00391
137.830,0.02713
152.981,-0.02544
167.155,-0.03423
182.796,-0.01241
205.279,0.01890
206.256,-0.06107
210.166,0.01919
215.054,0.04950
209.677,0.00390
326.491,0.36209
174.976,-0.85898
216.520,0.48462
230.205,0.18909
241.935,-0.04002
244.868,-0.13202
252.688,-0.06093
257.576,-0.02271
255.132,-0.00585
228.250,-0.03288
190.616,0.03663
173.509,0.15779
177.419,0.11780
175.464,-0.07036
172.043,-0.12070
179.863,-0.04835
197.458,-0.00503
231.183,0.02660
251.711,-0.06278
265.396,-0.03733
273.216,0.02029
269.306,0.03736
244.868,0.01882
236.070,0.12479
227.273,0.05570
227.273,0.00240
206.256,-0.12735
207.234,0.00113
209.189,-0.01690
247.312,0.06905
244.379,-0.17205
172.532,-0.24968
201.857,0.40477
205.279,0.09263
197.458,-0.07839
177.908,-0.09619
156.403,-0.01632
137.830,0.04279
118.768,0.03166
0.88954,-0.02333
0.69892,0.02940
0.88954,0.10802
110.948,-0.04914
129.521,-0.13269
135.875,-0.12102
133.920,-0.02223
117.302,0.03979
0.94819,0.09896
0.74291,0.11519
0.42522,0.02649
0.05865,-0.00996
0.00000,0.07474
0.00000,-0.03268
0.00000,-0.11198
0.00000,-0.09883
0.00000,-0.04075
0.00000,0.01392
0.00000,0.04305
0.00000,0.04626
0.00000,0.03346
0.80645,0.24437
0.01955,-0.52475
0.04888,0.16585
0.37634,0.25610
0.74291,0.02980
102.151,-0.14171
130.987,-0.11237
162.268,-0.03214
189.150,0.00387
196.481,-0.01394
188.172,0.02223
196.481,0.14460
205.767,0.07479
209.677,-0.02812
213.099,-0.05266
210.655,-0.05999
202.835,-0.03569
208.211,0.04721
229.717,0.05872
291.789,0.08496
416.422,0.08051
498.045,-0.31966
500.000,-0.41995
500.000,0.07304
500.000,0.32358
500.000,0.28622
500.000,0.12483
500.000,-0.02510
500.000,-0.10567
500.000,-0.11709
500.000,-0.08586
500.000,-0.04126
332.356,-0.47848
190.127,0.24514
117.302,0.62368
0.96774,0.34603
153.959,0.01948
229.717,-0.41236
296.188,-0.53780
336.755,-0.35766
351.906,-0.03169
338.710,0.20759
328.446,0.38433
337.243,0.35989
340.665,0.08961
319.648,-0.15078
294.233,-0.13285
289.834,-0.00294
277.615,-0.06613
264.418,-0.06224
256.109,-0.01476
257.576,0.02456
256.109,-0.01192
249.756,-0.02315
253.177,0.03799
252.199,0.00772
194.037,-0.15503
112.414,-0.00474
0.72825,0.29297
0.51320,0.17880
0.76735,0.07010
119.746,-0.15657
172.532,-0.24510
276.637,-0.05529
200.880,-0.62242
250.733,0.44964
265.885,0.26723
276.637,0.12685
282.014,0.02635
288.856,-0.00954
292.278,-0.04891
291.789,-0.05976
263.930,-0.11217
232.160,-0.00112
224.829,0.13679
220.430,0.04432
224.829,-0.02240
223.851,-0.09297
217.009,-0.07993
216.520,0.01025
211.144,0.01688
212.121,0.05096
210.655,0.01941
209.189,0.00567
211.632,0.01066
211.144,-0.01494
211.632,-0.00822
210.166,-0.00956
211.144,0.00770
211.632,0.00207
212.610,0.00056
187.195,-0.07660
179.863,0.07346
189.150,0.09623
216.031,0.03667
254.154,-0.04973
168.622,-0.46137
216.031,0.40817
262.463,0.17019
326.491,-0.02817
377.810,-0.19568
399.804,-0.20752
405.670,-0.03153
405.181,0.12880
372.434,0.08362
336.755,0.13374
317.693,0.15206
279.570,-0.04913
188.172,-0.23000
0.58162,-0.12915
0.03910,0.33507
0.44477,0.36343
0.89443,-0.19038
124.633,-0.43547
148.094,-0.31450
108.504,-0.20776
0.20528,0.07643
0.00000,0.59541
0.09775,0.41308
0.86999,0.17404
163.734,-0.29222
240.469,-0.39753
283.969,-0.34237
295.699,-0.10292
287.879,0.15549
296.188,0.34993
260.020,0.10083
268.328,0.21593
162.757,-0.32203
134.409,0.17883
215.543,0.36357
255.132,-0.31590
281.036,-0.41632
254.643,-0.32666
197.458,0.00252
148.583,0.32935
153.470,0.46462
178.886,0.15740
194.037,-0.19385
209.677,-0.23668
175.464,-0.28524
0.94819,-0.11850
0.57185,0.33160
100.196,0.46361
167.644,0.04517
199.902,-0.39365
218.475,-0.31401
209.677,-0.12462
202.835,0.14728
195.992,0.21726
190.616,0.15511
207.234,0.10886
218.475,-0.06957
238.025,-0.09481
248.289,-0.12396
268.817,-0.02201
290.323,0.00533
282.502,-0.07053
281.525,0.06396
276.637,0.07614
278.104,0.07375
303.030,0.07800
0.50342,-0.83948
0.00489,0.72864
0.00000,0.58133
0.30792,0.00904
0.96285,-0.31449
165.200,-0.44226
238.514,-0.28844
319.159,-0.04363
332.356,-0.08504
313.783,0.14199
305.474,0.38964
300.587,0.31050
306.452,0.12494
298.143,-0.12775
291.300,-0.16191
275.660,-0.15393
263.441,-0.05747
256.109,0.00717
245.357,0.00111
230.205,-0.00058
217.986,0.03106
217.498,0.05989
212.610,-0.00964
161.779,-0.15298
0.36657,-0.18136
0.00000,0.43473
0.00000,0.30044
0.00489,-0.09876
0.65982,-0.07567
138.807,-0.24702
196.481,-0.29261
260.508,-0.07260
206.256,-0.25167
257.576,0.55658
271.261,0.23389
282.991,0.06361
293.744,-0.02776
299.609,-0.08112
316.716,-0.03791
316.227,-0.10810
281.525,-0.13721
251.711,0.05737
243.891,0.17175
238.514,0.05674
237.048,-0.03662
236.070,-0.07853
227.761,-0.08525
225.318,-0.00241
217.498,0.00677
220.430,0.06075
220.430,0.01602
221.408,0.00116
217.009,-0.02048
208.211,-0.01206
194.526,0.00230
138.319,-0.09436
0.13196,-0.13274
0.00000,0.49493
0.00000,0.17721
0.00000,-0.17267
0.00000,-0.26227
0.00000,-0.17563
0.00000,-0.04439
0.00000,0.05167
0.00000,0.08998
0.00000,0.08230
0.00000,0.05170
0.00000,0.01831
0.00000,-0.00621
0.00000,-0.01840
0.00000,-0.02020
0.00000,-0.01575
0.00000,-0.00914
0.00000,-0.00317
0.00000,0.00081
0.00000,0.00266
0.00000,0.00287
0.00000,0.00218
0.00000,0.00121
0.00000,0.00037
0.00000,-0.00017
0.00000,-0.00041
0.00000,-0.00041
0.00000,-0.00030
0.00000,-0.00016
0.00000,-0.00004
0.00000,0.00003
0.00000,0.00006
0.02444,0.00699
0.29326,0.06707
0.45943,-0.05766
0.62561,-0.05671
0.54252,-0.08952
0.72336,0.11047
168.133,0.28503
293.255,0.01398
490.714,-0.04353
499.022,-0.84100
500.000,-0.11937
500.000,0.40483
500.000,0.46163
499.511,0.25576
500.000,0.02310
499.511,-0.13312
500.000,-0.17197
494.624,-0.15865
431.085,-0.23956
382.209,0.09018
383.187,0.30666
400.782,0.10970
453.568,-0.01628
498.045,-0.21901
486.315,-0.33662
476.540,0.00751
499.022,0.28683
500.000,0.10520
500.000,0.04098
500.000,0.00741
500.000,-0.01767
401.760,-0.31000
116.325,-0.47330
0.02444,0.88120
0.00000,0.79492
0.00000,-0.16361
0.00000,-0.60968
0.01466,-0.52068
0.00000,-0.23244
0.00000,0.05425
0.00000,0.19884
0.00000,0.21472
0.00000,0.15476
0.00489,0.07403
0.00000,0.00089
0.00000,-0.03503
0.00000,-0.04759
0.00000,-0.04218
0.00000,-0.02798
0.06354,0.00517
0.34213,0.05379
0.49853,-0.06537
0.51320,-0.08778
0.96285,0.13245
157.869,0.06726
179.863,-0.18120
217.498,-0.01241
289.834,0.13933
357.282,-0.00132
419.844,-0.06756
498.534,0.01199
499.511,-0.22610
477.028,-0.00582
343.597,-0.09604
135.386,0.10166
0.03910,0.65001
0.00000,0.63805
0.00000,-0.23702
0.00000,-0.63996
0.00000,-0.53393
0.00000,-0.22123
313.294,0.94603
497.556,-0.44879
500.000,-0.96619
499.511,0.08231
500.000,0.67717
500.000,0.63437
500.000,0.30125
499.511,-0.02913
500.000,-0.21304
500.000,-0.25599
500.000,-0.19736
500.000,-0.10274
500.000,-0.01828
500.000,0.03480
500.000,0.05495
499.511,0.04972
500.000,0.03848
500.000,0.01630
499.511,0.00064
500.000,-0.00219
500.000,-0.00877
500.000,-0.00797
500.000,-0.00488
500.000,-0.00188
500.000,0.00011
500.000,0.00105
499.022,-0.00155
455.034,-0.12008
378.788,-0.04900
310.362,0.16229
265.885,0.21991
279.081,0.19241
325.513,-0.05935
405.181,-0.20705
389.052,-0.57541
325.513,-0.23831
338.710,0.49234
335.288,0.29481
331.378,0.09754
322.092,-0.03959
321.603,-0.04333
269.795,-0.21287
0.83089,-0.39737
0.01955,0.51630
0.00000,0.55243
0.00000,-0.06404
0.00978,-0.37028
0.24927,-0.27125
0.88465,-0.06007
107.527,-0.19572
0.95797,-0.06692
123.167,0.30911
176.442,0.30253
237.537,0.07813
301.564,-0.08461
365.591,-0.12804
419.844,-0.11423
465.298,-0.04014
498.534,0.01863
500.000,-0.00155
500.000,0.10788
477.028,0.05220
349.951,-0.22419
177.908,0.00186
117.791,0.59747
150.049,0.39853
338.221,0.12101
222.385,-155.864
234.604,-0.13806
170.088,0.05310
116.813,0.39640
149.560,0.62698
208.700,0.20069
269.795,-0.21416
311.828,-0.36783
295.699,-0.35023
230.694,-0.08131
195.015,0.37596
215.543,0.47314
245.357,0.08380
270.283,-0.21889
252.688,-0.36649
178.886,-0.26334
0.94819,0.10371
0.34702,0.34508
0.09775,0.29258
0.18573,0.06821
0.36657,-0.19310
0.69404,-0.23246
100.196,-0.19737
113.881,-0.11764
121.212,0.04720
131.965,0.16769
139.785,0.14467
142.229,0.07005
140.762,0.01394
147.605,0.01472
140.274,-0.07365
269.795,0.34540
0.92375,-100.745
128.055,0.53956
153.959,0.30565
174.976,-0.03555
195.503,-0.15191
207.722,-0.14457
233.627,0.00134
254.154,0.01001
253.666,-0.02858
231.672,-0.00410
224.340,0.14399
233.627,0.14103
249.267,0.01286
321.114,0.06811
383.675,-0.18120
363.636,-0.42921
329.423,-0.05361
355.816,0.41485
390.518,0.23518
416.911,-0.04225
426.686,-0.16708
430.596,-0.09700
423.265,-0.02683
415.445,0.05517
352.884,-0.08677
229.717,-0.08445
112.903,0.21139
0.36657,0.33715
0.25904,0.22972
0.50342,-0.12169
0.86022,-0.36719
216.031,-0.08822
112.414,-0.90968
172.532,0.48296
204.301,0.34914
224.340,0.14789
248.289,0.07943
262.952,-0.01247
286.901,0.00566
292.766,-0.08263
265.885,-0.12678
231.183,0.00876
217.986,0.15705
216.520,0.09041
217.498,-0.04322
189.150,-0.18920
162.757,-0.05618
159.335,0.09978
173.021,0.08380
205.767,0.01931
284.946,0.04226
324.536,-0.24722
300.587,-0.29606
305.474,0.17931
326.002,0.28750
338.221,0.10607
356.794,0.01311
362.170,-0.09801
365.591,-0.07131
327.957,-0.13883
303.519,0.07792
286.413,0.12026
278.592,0.06450
392.473,0.30702
255.621,-0.89853
243.891,0.21709
222.874,0.24886
145.161,-0.04810
0.35679,-0.03989
0.00489,0.32982
0.09775,0.18476
101.173,0.04440
203.324,-0.33808
216.031,-0.66314
145.161,-0.36793
0.10753,0.15062
0.01466,0.96272
0.00000,0.45539
0.00000,-0.09247
0.00000,-0.32529
0.02444,-0.29031
0.27370,-0.09743
0.51320,-0.05264
0.53275,-0.06274
0.63050,0.08927
0.89932,0.16613
116.325,0.06713
137.830,-0.02124
156.892,-0.03540
168.622,-0.03448
189.150,0.03269
180.352,-0.06853
182.796,0.05093
177.908,0.02688
239.003,0.20494
183.773,-0.38900
132.942,-0.06161
138.319,0.30952
136.364,0.08689
131.965,-0.07127
129.032,-0.09489
130.499,-0.05349
130.499,-0.03043
134.409,0.01276
114.370,-0.04869
0.97263,0.04886
105.083,0.14433
120.235,0.04512
124.633,-0.09173
132.454,-0.06281
134.897,-0.04098
133.431,-0.00247
135.386,0.04550
128.543,0.01208
128.543,0.04243
127.077,0.00935
130.987,0.00451
142.717,0.00004
142.717,-0.06868
149.560,-0.00772
158.847,0.01219
170.577,0.01221
172.043,-0.02974
153.959,-0.04965
151.026,0.08673
143.695,0.04545
252.688,0.33943
131.965,-0.77166
131.476,0.23484
154.448,0.30630
167.644,0.01143
175.953,-0.11879
185.728,-0.08973
196.970,-0.03053
200.391,-0.01496
195.015,0.00735
154.448,-0.04470
125.122,0.12045
115.347,0.16216
104.106,0.01046
0.96774,-0.06698
0.94330,-0.07817
0.96774,-0.05686
0.98240,-0.04313
109.482,0.01827
108.016,-0.02541
122.678,0.06524
133.920,0.02042
134.409,-0.02845
133.920,0.00620
128.055,0.01371
137.830,0.07320
153.470,0.02258
153.959,-0.08648
151.026,-0.05235
108.993,-0.10382
0.72825,0.08309
0.45455,0.14358
0.06354,0.02394
0.78690,0.30259
0.00489,-0.55845
0.00000,0.04265
0.00000,0.08051
0.00000,0.02131
0.00000,-0.00973
0.20039,0.04813
0.87977,0.12126
152.004,-0.09236
189.150,-0.21463
186.706,-0.15927
193.548,0.14349
203.812,0.21320
210.166,0.11382
204.790,-0.01267
205.767,-0.01276
206.745,-0.04116
207.722,-0.05338
202.346,-0.06276
207.234,0.00972
213.099,0.00388
232.649,0.03138
260.508,0.00576
279.081,-0.06526
292.766,-0.04103
298.143,-0.00313
289.345,0.01441
289.834,0.10054
277.126,0.02421
243.891,-0.04165
245.357,0.11978
270.772,0.07250
409.091,0.22130
339.687,-0.83481
295.210,-0.11259
101.173,-0.13727
0.01466,0.72180
0.00000,0.74081
0.00000,-0.04370
0.00000,-0.45854
0.00000,-0.44281
0.00000,-0.22692
0.00000,-0.00793
0.00000,0.12251
0.00000,0.15594
0.00000,0.12457
0.00000,0.06797
0.00000,0.01543
0.63539,0.16133
156.403,-0.00787
225.318,-0.28676
338.710,-0.06278
434.018,-0.11569
492.669,-0.11678
500.000,-0.03508
500.000,0.22433
499.022,0.28432
462.854,0.06659
414.467,0.00341
407.625,0.11464
404.203,-0.07017
378.299,-0.25029
363.148,-0.11903
347.507,-0.04031
448.680,0.34439
317.693,-0.72447
310.362,0.31431
323.069,0.35627
326.979,0.04795
326.002,-0.10339
323.558,-0.10007
326.491,-0.02829
320.626,-0.02752
294.721,-0.03918
242.913,-0.01823
192.571,0.10846
134.897,0.09214
0.31769,-0.07530
0.00000,0.24125
0.00000,0.09512
0.00000,-0.18502
0.00000,-0.24168
0.00489,-0.14089
0.00000,-0.01535
0.01955,0.08133
0.74780,0.30168
156.403,0.03926
218.475,-0.19907
249.267,-0.21018
268.328,-0.00464
185.239,-0.13066
0.18573,0.02147
0.00000,0.83854
0.00000,0.30878
0.00000,-0.26454
0.00000,-0.43912
0.00000,-0.32622
0.20039,-0.06592
0.00978,-0.08722
0.00000,0.15906
0.00000,0.17755
0.01466,0.11378
0.18573,0.08013
0.57674,0.03328
122.678,-0.02079
183.284,-0.15346
180.352,-0.30889
199.413,0.08003
294.233,0.39000
352.884,-0.04448
377.810,-0.20877
415.445,0.00404
430.108,0.00359
316.716,-0.28700
159.824,0.07074
0.19550,0.44123
0.00000,0.65105
0.00000,-0.02043
0.00000,-0.48609
0.00000,-0.49274
0.00489,-0.25642
0.11730,0.02336
0.49853,0.21225
111.926,0.20335
155.914,-0.00897
216.031,0.03442
319.648,0.13227
397.361,-0.11535
484.848,-0.05760
500.000,-0.22169
499.511,0.03580
499.511,0.22610
499.511,0.19530
419.355,-0.16223
273.705,-0.16368
191.105,0.33449
172.043,0.32808
131.965,-0.20249
0.42033,-0.46651
0.00978,-0.04036
0.00000,0.12538
0.00000,-0.02016
0.00000,-0.07545
0.00000,-0.03331
0.00000,0.03115
0.00000,0.06952
0.52297,0.21996
162.268,0.16513
216.031,-0.32417
176.442,-0.45709
0.95308,-0.02831
0.48387,0.47511
0.26882,0.42381
0.43500,0.16983
0.40078,-0.26292
0.65494,-0.21766
0.35679,-0.36135
109.971,0.22980
0.07820,-0.46289
0.00000,0.33445
0.00000,0.30509
0.00000,0.07479
0.00000,-0.06969
0.00000,-0.10323
0.00000,-0.07364
0.00000,-0.02809
0.00978,0.00962
0.48387,0.15403
127.566,0.06942
282.502,0.08365
384.653,-0.37562
477.517,-0.24017
499.511,-0.17080
500.000,0.17657
500.000,0.37477
500.000,0.29193
500.000,0.09238
500.000,-0.07614
500.000,-0.15437
500.000,-0.15021
500.000,-0.09996
500.000,-0.03988
496.579,-0.00277
491.202,0.02966
184.262,-0.80674
0.28348,0.74649
0.00000,100.826
0.00000,0.13036
0.00000,-0.53181
0.00000,-0.60351
0.00000,-0.34418
0.00000,-0.04064
0.00000,0.15564
0.00000,0.21666
0.00000,0.18093
0.00000,0.10351
0.00000,0.02779
0.00000,-0.02358
0.01466,-0.04193
110.459,0.25738
267.840,0.00116
369.990,-0.49317
436.950,-0.37029
466.276,-0.05126
437.439,0.13840
323.558,0.16584
121.701,0.18529
0.04399,0.67183
0.00000,0.54811
0.00000,-0.29576
0.00000,-0.66481
0.00000,-0.54249
0.00000,-0.22500
0.30303,0.14106
121.212,0.34644
232.160,0.14663
378.788,0.03876
485.337,-0.23467
499.022,-0.33683
488.759,0.10149
439.394,0.28072
427.175,0.47278
417.889,0.18781
397.849,-0.13533
360.215,-0.27482
296.188,-0.25206
159.824,-0.25166
0.05865,0.07734
0.00000,0.68865
0.00000,0.09245
0.00000,-0.32191
0.00000,-0.34941
0.00000,-0.17611
0.00000,0.01151
0.00000,0.12237
0.00000,0.14591
0.00000,0.11165
0.00000,0.05643
0.00000,0.00724
0.00000,-0.02336
0.00000,-0.03439
0.00000,-0.03132
0.00000,-0.02131
0.00978,-0.00750
127.077,0.35210
188.661,-0.29685
177.419,-0.46016
162.268,-0.00260
158.847,0.30142
142.229,0.21700
160.313,0.21150
186.217,-0.00381
163.245,-0.29905
153.470,-0.08902
162.757,0.06522
156.403,-0.02549
146.628,-0.01609
158.358,0.08040
188.661,0.06314
196.481,-0.11397
205.767,-0.05444
199.413,-0.03363
228.739,0.15480
310.850,0.19358
214.565,-0.59503
208.211,0.23002
267.840,0.42940
285.924,-0.10170
191.593,-0.49330
103.617,0.01982
0.41056,0.33137
0.01955,0.25878
0.00000,0.08537
0.00000,-0.19336
0.00000,-0.26002
0.17107,-0.11612
0.80645,0.08544
130.010,-0.06141
191.593,-0.00108
247.312,0.00633
249.267,-0.10013
239.980,0.09010
270.283,0.31906
279.081,0.05981
236.070,-0.18725
188.661,-0.03866
130.499,0.03210
0.95308,0.12638
0.91398,0.09067
0.81134,-0.13261
201.857,0.20113
0.76246,-0.92005
124.145,0.37276
174.487,0.27906
220.430,0.01463
230.205,-0.17770
236.070,-0.03249
254.154,0.12507
269.795,0.08728
250.733,-0.06921
209.189,-0.04623
180.352,0.11052
164.223,0.10988
153.959,0.00088
145.161,-0.08795
170.088,-0.00838
222.385,-0.01950
277.615,-0.11764
320.137,-0.14760
350.440,-0.05423
358.749,0.02809
351.906,0.11543
342.620,0.16842
317.204,0.07906
257.576,-0.04962
218.475,0.08549
247.801,0.21093
248.289,-0.20508
228.250,-0.29328
190.616,-0.15431
242.424,0.31460
302.542,0.08408
283.969,-0.34036
372.434,0.24449
405.670,-0.10436
352.395,-0.28808
322.581,0.19356
282.991,0.24582
210.166,0.06754
159.335,0.12187
114.370,0.00984
0.94330,-0.03901
108.016,-0.06705
128.055,-0.17798
135.875,-0.21239
146.628,-0.05669
191.593,0.15890
234.604,0.07419
249.756,-0.06073
