 Time; ECG; ECG_filtered; ...
 19:27:33 ;1,23;1,24;
 19:27:33 ;1,55;1,46;
 19:27:33 ;1,97;1,82;
 19:27:33 ;2,47;2,27;
 19:27:33 ;3,03;2,8;
 19:27:33 ;3,56;3,34;
 19:27:33 ;2,3;2,56;
 19:27:33 ;2,81;2,73;
 19:27:33 ;3,4;3,2;
 19:27:33 ;3,77;3,6;
 19:27:33 ;3,61;3,61;
 19:27:33 ;3,17;3,3;
 19:27:33 ;2,61;2,82;
 19:27:33 ;3,82;3,58;
 19:27:33 ;3,57;3,57;
 19:27:33 ;3,03;3,19;
 19:27:33 ;2,41;2,64;
 19:27:33 ;1,85;2,09;
;;;
;;;
 19:27:34 ;1,35;1,33;
 19:27:34 ;1,72;1,6;
 19:27:34 ;2,17;2;
 19:27:34 ;2,65;2,46;
 19:27:34 ;3,2;2,98;
 19:27:34 ;3,72;3,5;
 19:27:34 ;3,76;3,68;
 19:27:34 ;3,09;3,24;
 19:27:34 ;3,65;3,53;
 19:27:34 ;3,79;3,71;
 19:27:34 ;3,46;3,54;
 19:27:34 ;2,97;3,14;
 19:27:34 ;2,38;2,61;
 19:27:34 ;1,69;1,96;
 19:27:34 ;1,19;1,42;
 19:27:34 ;1,15;1,23;
 19:27:34 ;1,41;1,36;
 19:27:34 ;1,76;1,64;
 19:27:34 ;1,17;1,29;
 19:27:34 ;1,18;1,21;
 19:27:34 ;1,5;1,41;
 19:27:34 ;1,86;1,73;
 19:27:34 ;2,34;2,15;
 19:27:34 ;2,89;2,67;
 19:27:34 ;3,42;3,2;
 19:27:35 ;3,75;3,59;
 19:27:35 ;3,55;3,56;
 19:27:35 ;3,22;3,32;
 19:27:35 ;2,49;2,74;
 19:27:35 ;1,87;2,13;
 19:27:35 ;1,37;1,6;
 19:27:35 ;2,72;2,43;
 19:27:35 ;2,15;2,24;
 19:27:35 ;1,56;1,76;
 19:27:35 ;1,17;1,35;
 19:27:35 ;1,27;1,29;
 19:27:35 ;1,58;1,5;
 19:27:35 ;2;1,85;
 19:27:35 ;2,5;2,31;
 19:27:35 ;3,07;2,85;
 19:27:35 ;3,62;3,39;
 19:27:35 ;3,78;3,67;
 19:27:35 ;2,98;3,15;
 19:27:35 ;3,48;3,38;
 19:27:35 ;3,78;3,66;
 19:27:35 ;3,58;3,6;
 19:27:35 ;3,11;3,26;
 19:27:35 ;2,52;2,74;
 19:27:35 ;1,91;2,16;
 19:27:36 ;1,35;1,59;
 19:27:36 ;1,15;1,28;
 19:27:36 ;1,41;1,37;
 19:27:36 ;1,68;1,59;
 19:27:36 ;1,26;1,34;
 19:27:36 ;1,14;1,2;
 19:27:36 ;1,38;1,33;
 19:27:36 ;1,74;1,61;
 19:27:36 ;2,06;1,93;
 19:27:36 ;2,69;2,46;
 19:27:36 ;3,31;3,06;
 19:27:36 ;3,78;3,56;
 19:27:36 ;3,72;3,67;
 19:27:36 ;3,3;3,41;
 19:27:36 ;2,73;2,94;
 19:27:36 ;2,03;2,3;
 19:27:36 ;1,47;1,72;
 19:27:36 ;1,18;1,34;
 19:27:36 ;1,24;1,27;
 19:27:36 ;1,55;1,47;
 19:27:36 ;1,97;1,82;
 19:27:36 ;1,1;1,28;
 19:27:36 ;1,26;1,27;
 19:27:36 ;1,63;1,52;
 19:27:36 ;1,17;1,26;
 19:27:36 ;1,22;1,23;
 19:27:36 ;1,55;1,46;
 19:27:37 ;1,56;1,53;
 19:27:37 ;1,26;1,34;
 19:27:37 ;1,38;1,37;
 19:27:37 ;1,7;1,6;
 19:27:37 ;2,05;1,92;
 19:27:37 ;2,44;2,28;
 19:27:37 ;3,04;2,82;
 19:27:37 ;2,04;2,24;
 19:27:37 ;3,14;2,87;
 19:27:37 ;3,82;3,53;
 19:27:37 ;3,5;3,51;
 19:27:37 ;3,41;3,44;
 19:27:37 ;3,29;3,33;
 19:27:37 ;3,04;3,13;
 19:27:37 ;2,6;2,76;
 19:27:37 ;1,67;1,99;
 19:27:37 ;1,03;1,31;
 19:27:37 ;1,1;1,16;
 19:27:37 ;1,63;1,49;
 19:27:37 ;2,22;2;
 19:27:37 ;2,15;2,1;
 19:27:37 ;2,34;2,27;
 19:27:37 ;3,04;2,81;
 19:27:37 ;3,68;3,42;
 19:27:37 ;2,45;2,69;
 19:27:38 ;2,86;2,81;
 19:27:38 ;1,76;2,03;
 19:27:38 ;2,19;2,15;
 19:27:38 ;2,84;2,64;
 19:27:38 ;3,49;3,23;
 19:27:38 ;3,8;3,63;
 19:27:38 ;3,56;3,58;
 19:27:38 ;3,1;3,24;
 19:27:38 ;2,42;2,67;
 19:27:38 ;1,67;1,97;
 19:27:38 ;1,17;1,41;
 19:27:38 ;1,09;1,18;
 19:27:38 ;1,35;1,3;
 19:27:38 ;1,71;1,59;
 19:27:38 ;2,11;1,95;
 19:27:38 ;2,58;2,39;
 19:27:38 ;3,11;2,89;
 19:27:38 ;3,67;3,44;
 19:27:38 ;3,68;3,61;
 19:27:38 ;3,28;3,38;
 19:27:38 ;2,77;2,95;
 19:27:38 ;2,08;2,34;
 19:27:38 ;1,5;1,75;
 19:27:38 ;1,13;1,32;
 19:27:38 ;1,26;1,27;
 19:27:39 ;1,59;1,49;
 19:27:39 ;1,99;1,85;
 19:27:39 ;2,61;2,38;
 19:27:39 ;3,01;2,82;
 19:27:39 ;3,58;3,35;
 19:27:39 ;3,78;3,65;
 19:27:39 ;3,49;3,54;
 19:27:39 ;2,97;3,14;
 19:27:39 ;2,42;2,64;
 19:27:39 ;1,79;2,04;
 19:27:39 ;1,23;1,47;
 19:27:39 ;1,13;1,24;
 19:27:39 ;1,4;1,35;
 19:27:39 ;1,72;1,61;
 19:27:39 ;2,17;2;
 19:27:39 ;2,74;2,52;
 19:27:39 ;3,34;3,1;
 19:27:39 ;3,77;3,57;
 19:27:39 ;3,67;3,64;
 19:27:39 ;3,26;3,37;
 19:27:39 ;2,71;2,91;
 19:27:39 ;2,08;2,33;
 19:27:39 ;1,48;1,73;
 19:27:39 ;1,15;1,33;
 19:27:39 ;1,26;1,28;
 19:27:39 ;1,59;1,51;
 19:27:39 ;1,27;1,34;
 19:27:39 ;1,2;1,24;
 19:27:40 ;1,71;1,59;
 19:27:40 ;1,23;1,34;
 19:27:40 ;1,19;1,23;
 19:27:40 ;1,44;1,38;
 19:27:40 ;1,87;1,72;
 19:27:40 ;2,31;2,13;
 19:27:40 ;2,78;2,58;
 19:27:40 ;3,34;3,11;
 19:27:40 ;3,76;3,57;
 19:27:40 ;3,6;3,59;
 19:27:40 ;3,18;3,3;
 19:27:40 ;3,75;3,64;
 19:27:40 ;3,7;3,69;
 19:27:40 ;3,29;3,41;
 19:27:40 ;2,76;2,96;
 19:27:40 ;2,15;2,39;
 19:27:40 ;1,51;1,77;
 19:27:40 ;1,13;1,32;
 19:27:40 ;1,22;1,25;
 19:27:40 ;1,54;1,46;
 19:27:40 ;2,02;1,85;
 19:27:40 ;2,39;2,23;
 19:27:40 ;1,48;1,67;
 19:27:40 ;1,91;1,84;
 19:27:40 ;2,39;2,22;
 19:27:41 ;1,23;1,48;
 19:27:41 ;1,53;1,52;
 19:27:41 ;1,9;1,78;
 19:27:41 ;2,31;2,15;
 19:27:41 ;2,87;2,66;
 19:27:41 ;3,46;3,22;
 19:27:41 ;3,76;3,6;
 19:27:41 ;3,52;3,55;
 19:27:41 ;3,04;3,19;
 19:27:41 ;2,46;2,68;
 19:27:41 ;1,84;2,09;
 19:27:41 ;1,31;1,54;
 19:27:41 ;1,15;1,27;
 19:27:41 ;1,36;1,33;
 19:27:41 ;1,7;1,59;
 19:27:41 ;2,14;1,98;
 19:27:41 ;2,79;2,54;
 19:27:41 ;3,04;2,9;
 19:27:41 ;1,75;2,03;
 19:27:41 ;2,25;2,18;
 19:27:41 ;2,81;2,62;
 19:27:41 ;3,41;3,18;
 19:27:41 ;1,88;2,2;
 19:27:41 ;2,32;2,28;
 19:27:41 ;2,83;2,66;
 19:27:41 ;3,42;3,19;
 19:27:42 ;2,2;2,45;
 19:27:42 ;2,79;2,69;
 19:27:42 ;3,39;3,18;
 19:27:42 ;3,77;3,59;
 19:27:42 ;3,64;3,62;
 19:27:42 ;3,16;3,3;
 19:27:42 ;2,64;2,84;
 19:27:42 ;2,06;2,29;
 19:27:42 ;1,5;1,74;
 19:27:42 ;1,17;1,34;
 19:27:42 ;1,3;1,31;
 19:27:42 ;1,5;1,44;
 19:27:42 ;1,95;1,8;
 19:27:42 ;2,46;2,26;
 19:27:42 ;3,01;2,78;
 19:27:42 ;3,59;3,35;
 19:27:42 ;3,83;3,69;
 19:27:42 ;2,91;3,11;
 19:27:42 ;3,42;3,33;
 19:27:42 ;3,74;3,62;
 19:27:42 ;3,57;3,59;
 19:27:42 ;3,12;3,26;
 19:27:42 ;2,56;2,77;
 19:27:42 ;1,92;2,17;
 19:27:42 ;1,35;1,6;
 19:27:43 ;1,14;1,28;
 19:27:43 ;1,33;1,31;
 19:27:43 ;1,64;1,54;
 19:27:43 ;2,08;1,92;
 19:27:43 ;2,62;2,41;
 19:27:43 ;3,31;3,04;
 19:27:43 ;1,93;2,21;
 19:27:43 ;2,52;2,43;
 19:27:43 ;3,08;2,89;
 19:27:43 ;3,61;3,39;
 19:27:43 ;3,77;3,66;
 19:27:43 ;3,48;3,54;
 19:27:43 ;2,99;3,15;
 19:27:43 ;2,36;2,6;
 19:27:43 ;1,74;2;
 19:27:43 ;1,25;1,47;
 19:27:43 ;1,13;1,23;
 19:27:43 ;1,37;1,33;
 19:27:43 ;1,77;1,64;
 19:27:43 ;2,27;2,08;
 19:27:43 ;2,82;2,6;
 19:27:43 ;3,37;3,14;
 19:27:43 ;3,77;3,58;
 19:27:43 ;3,65;3,63;
 19:27:43 ;3,21;3,34;
 19:27:44 ;2,63;2,84;
 19:27:44 ;2,03;2,27;
 19:27:44 ;1,46;1,7;
 19:27:44 ;1,1;1,28;
 19:27:44 ;1,25;1,26;
 19:27:44 ;1,63;1,52;
 19:27:44 ;2,07;1,9;
 19:27:44 ;2,56;2,36;
 19:27:44 ;3,16;2,92;
 19:27:44 ;3,73;3,49;
 19:27:44 ;3,77;3,69;
 19:27:44 ;3,38;3,47;
 19:27:44 ;2,86;3,04;
 19:27:44 ;2,28;2,51;
 19:27:44 ;1,67;1,92;
 19:27:44 ;1,24;1,44;
 19:27:44 ;1,2;1,27;
 19:27:44 ;1,44;1,39;
 19:27:44 ;1,79;1,67;
 19:27:44 ;2,28;2,1;
 19:27:44 ;2,86;2,64;
 19:27:44 ;3,47;3,22;
 19:27:44 ;3,79;3,62;
 19:27:44 ;3,59;3,6;
 19:27:44 ;3,1;3,25;
 19:27:44 ;2,61;2,8;
 19:27:44 ;1,98;2,23;
 19:27:44 ;1,49;1,71;
 19:27:45 ;1,07;1,26;
 19:27:45 ;1,3;1,29;
 19:27:45 ;1,66;1,55;
 19:27:45 ;2,07;1,92;
 19:27:45 ;2,6;2,39;
 19:27:45 ;3,26;3;
 19:27:45 ;3,73;3,52;
 19:27:45 ;3,72;3,66;
 19:27:45 ;3,31;3,41;
 19:27:45 ;2,85;3,02;
 19:27:45 ;2,26;2,49;
 19:27:45 ;1,63;1,88;
 19:27:45 ;3,35;2,99;
 19:27:45 ;2,83;2,87;
 19:27:45 ;2,17;2,38;
 19:27:45 ;1,48;1,75;
 19:27:45 ;2,94;2,64;
 19:27:45 ;2,37;2,45;
 19:27:45 ;1,71;1,93;
 19:27:45 ;1,19;1,41;
 19:27:45 ;1,18;1,25;
 19:27:45 ;1,45;1,39;
 19:27:45 ;1,78;1,66;
 19:27:45 ;2,26;2,08;
 19:27:45 ;2,92;2,67;
 19:27:45 ;1,7;1,95;
 19:27:46 ;2,12;2,07;
 19:27:46 ;2,69;2,5;
 19:27:46 ;3,31;3,07;
 19:27:46 ;3,78;3,57;
 19:27:46 ;3,75;3,7;
 19:27:46 ;3,33;3,44;
 19:27:46 ;2,73;2,94;
 19:27:46 ;2,04;2,31;
 19:27:46 ;1,47;1,72;
 19:27:46 ;1,17;1,34;
 19:27:46 ;1,23;1,26;
 19:27:46 ;1,54;1,46;
 19:27:46 ;1,95;1,8;
 19:27:46 ;2,43;2,24;
 19:27:46 ;2,95;2,74;
 19:27:46 ;3,51;3,28;
 19:27:46 ;3,81;3,65;
 19:27:46 ;3,52;3,56;
 19:27:46 ;3,02;3,18;
 19:27:46 ;2,39;2,63;
 19:27:46 ;1,84;2,07;
 19:27:46 ;1,3;1,53;
 19:27:46 ;1,12;1,24;
 19:27:46 ;1,39;1,35;
 19:27:46 ;1,79;1,66;
 19:27:46 ;2,16;2,01;
 19:27:47 ;2,66;2,47;
 19:27:47 ;3,27;3,03;
 19:27:47 ;3,79;3,57;
 19:27:47 ;3,71;3,67;
 19:27:47 ;3,28;3,4;
 19:27:47 ;2,73;2,93;
 19:27:47 ;2,13;2,37;
 19:27:47 ;1,52;1,77;
 19:27:47 ;2,84;2,57;
 19:27:47 ;2,23;2,33;
 19:27:47 ;1,6;1,82;
 19:27:47 ;1,17;1,36;
 19:27:47 ;1,18;1,23;
 19:27:47 ;1,47;1,4;
 19:27:47 ;1,82;1,69;
 19:27:47 ;2,26;2,09;
 19:27:47 ;2,88;2,65;
 19:27:47 ;3,49;3,24;
 19:27:47 ;3,81;3,64;
 19:27:47 ;3,58;3,6;
 19:27:47 ;3,12;3,27;
 19:27:47 ;2,58;2,78;
 19:27:47 ;1,94;2,19;
 19:27:48 ;1,35;1,6;
 19:27:48 ;1,13;1,27;
 19:27:48 ;2,19;1,96;
 19:27:48 ;1,35;1,53;
 19:27:48 ;1,11;1,24;
 19:27:48 ;1,25;1,25;
 19:27:48 ;1,6;1,5;
 19:27:48 ;2,04;1,88;
 19:27:48 ;2,55;2,35;
 19:27:48 ;1,52;1,73;
 19:27:48 ;1,89;1,84;
 19:27:48 ;2,37;2,21;
 19:27:48 ;2,92;2,71;
 19:27:48 ;3,5;3,27;
 19:27:48 ;3,8;3,64;
 19:27:48 ;3,56;3,59;
 19:27:48 ;3,08;3,23;
 19:27:48 ;2,48;2,7;
 19:27:48 ;1,86;2,11;
 19:27:48 ;1,31;1,55;
 19:27:48 ;1,17;1,28;
 19:27:48 ;1,36;1,34;
 19:27:48 ;1,74;1,62;
 19:27:48 ;2,21;2,03;
 19:27:48 ;2,77;2,55;
 19:27:48 ;3,36;3,12;
 19:27:48 ;3,78;3,58;
 19:27:48 ;3,74;3,69;
 19:27:48 ;3,33;3,44;
 19:27:49 ;2,85;3,02;
 19:27:49 ;2,09;2,37;
 19:27:49 ;1,49;1,75;
 19:27:49 ;1,12;1,31;
 19:27:49 ;2,32;2,07;
 19:27:49 ;1,72;1,82;
 19:27:49 ;1,23;1,4;
 19:27:49 ;1,13;1,21;
 19:27:49 ;1,39;1,34;
 19:27:49 ;1,76;1,64;
 19:27:49 ;2,16;2;
 19:27:49 ;2,75;2,52;
 19:27:49 ;3,34;3,1;
 19:27:49 ;3,8;3,59;
 19:27:49 ;3,64;3,63;
 19:27:49 ;3,18;3,31;
 19:27:49 ;2,59;2,81;
 19:27:49 ;1,92;2,18;
 19:27:49 ;1,34;1,59;
 19:27:49 ;1,02;1,19;
 19:27:49 ;1,17;1,17;
 19:27:49 ;1,57;1,45;
 19:27:49 ;2,07;1,88;
 19:27:49 ;2,6;2,39;
 19:27:49 ;3,2;2,96;
 19:27:49 ;3,75;3,52;
 19:27:50 ;3,83;3,74;
 19:27:50 ;3,48;3,56;
 19:27:50 ;3;3,17;
 19:27:50 ;2,4;2,63;
 19:27:50 ;1,76;2,02;
 19:27:50 ;1,29;1,51;
 19:27:50 ;1,21;1,3;
 19:27:50 ;1,47;1,42;
 19:27:50 ;1,89;1,75;
 19:27:50 ;1,14;1,29;
 19:27:50 ;1,32;1,32;
 19:27:50 ;1,68;1,57;
 19:27:50 ;1,11;1,23;
